LanguageID,LanguageName,BookmarkName,Translation,TranslationName
12,Spanish,bmkYourRefLabel,"Su ref",YourRefLabel
13,Russian,bmkYourRefLabel,"Вх. номер",YourRefLabel
14,English (US),bmkYourRefLabel,"Your ref",YourRefLabel
15,English (AUS),bmkYourRefLabel,"Your ref",YourRefLabel
16,Greek,bmkYourRefLabel,"Αναφορικά με",YourRefLabel
17,Portuguese (Brazil),bmkYourRefLabel,"Sua ref",YourRefLabel
18,Turkish,bmkYourRefLabel,"Referansınız",YourRefLabel
19,Vietnamese,bmkYourRefLabel,"Số tham chiếu của quý vị",YourRefLabel
1,English (UK),bmkFPContentsLabel,"Contents",Contents
2,French,bmkFPContentsLabel,"Table des matières",Contents
3,Slovak,bmkFPContentsLabel,"Obsah",Contents
4,Italian,bmkFPContentsLabel,"Indice dei Contenuti",Contents
5,Polish,bmkFPContentsLabel,"Spis treści",Contents
6,German,bmkFPContentsLabel,"Inhaltsverzeichnis",Contents
7,Dutch (Belgium),bmkFPContentsLabel,"Inhoudsopgave",Contents
8,French (Belgium),bmkFPContentsLabel,"Table des matières",Contents
9,Czech,bmkFPContentsLabel,"Obsah",Contents
10,Dutch,bmkFPContentsLabel,"Inhoudsopgave",Contents
11,Hungarian,bmkFPContentsLabel,"Tartalomjegyzék",Contents
12,Spanish,bmkFPContentsLabel,"Índice",Contents
13,Russian,bmkFPContentsLabel,"Содержание",Contents
14,English (US),bmkFPContentsLabel,"Contents",Contents
15,English (AUS),bmkFPContentsLabel,"Contents",Contents
16,Greek,bmkFPContentsLabel,"Περιεχόμενα",Contents
17,Portuguese (Brazil),bmkFPContentsLabel,"Conteúdo",Contents
18,Turkish,bmkFPContentsLabel,"İçindekiler",Contents
19,Vietnamese,bmkFPContentsLabel,"Nội dung",Contents
1,English (UK),bmkSFPAuthorLabel,"AUTHOR",AuthorLabel
1,English (UK),bmkSFPAuthorLabel,"AUTHOR",Author
2,French,bmkSFPAuthorLabel,"AUTEUR",AuthorLabel
2,French,bmkSFPAuthorLabel,"AUTEUR",Author
3,Slovak,bmkSFPAuthorLabel,"AUTOR",AuthorLabel
3,Slovak,bmkSFPAuthorLabel,"AUTOR",Author
4,Italian,bmkSFPAuthorLabel,"AUTORE",AuthorLabel
4,Italian,bmkSFPAuthorLabel,"AUTORE",Author
5,Polish,bmkSFPAuthorLabel,"AUTOR",AuthorLabel
5,Polish,bmkSFPAuthorLabel,"AUTOR",Author
6,German,bmkSFPAuthorLabel,"AUTOR",AuthorLabel
6,German,bmkSFPAuthorLabel,"AUTOR",Author
7,Dutch (Belgium),bmkSFPAuthorLabel,"AUTEUR",AuthorLabel
7,Dutch (Belgium),bmkSFPAuthorLabel,"AUTEUR",Author
8,French (Belgium),bmkSFPAuthorLabel,"AUTEUR",AuthorLabel
8,French (Belgium),bmkSFPAuthorLabel,"AUTEUR",Author
9,Czech,bmkSFPAuthorLabel,"AUTOR",AuthorLabel
9,Czech,bmkSFPAuthorLabel,"AUTOR",Author
10,Dutch,bmkSFPAuthorLabel,"AUTEUR",AuthorLabel
10,Dutch,bmkSFPAuthorLabel,"AUTEUR",Author
11,Hungarian,bmkSFPAuthorLabel,"LÉTREHOZÓ",AuthorLabel
11,Hungarian,bmkSFPAuthorLabel,"LÉTREHOZÓ",Author
12,Spanish,bmkSFPAuthorLabel,"AUTOR",AuthorLabel
12,Spanish,bmkSFPAuthorLabel,"AUTOR",Author
13,Russian,bmkSFPAuthorLabel,"АВТОР",AuthorLabel
13,Russian,bmkSFPAuthorLabel,"АВТОР",Author
14,English (US),bmkSFPAuthorLabel,"AUTHOR",AuthorLabel
14,English (US),bmkSFPAuthorLabel,"AUTHOR",Author
15,English (AUS),bmkSFPAuthorLabel,"AUTHOR",AuthorLabel
15,English (AUS),bmkSFPAuthorLabel,"AUTHOR",Author
16,Greek,bmkSFPAuthorLabel,"ΣΥΓΓΡΑΦΕΑΣ",AuthorLabel
16,Greek,bmkSFPAuthorLabel,"ΣΥΓΓΡΑΦΕΑΣ",Author
17,Portuguese (Brazil),bmkSFPAuthorLabel,"AUTOR",AuthorLabel
17,Portuguese (Brazil),bmkSFPAuthorLabel,"AUTOR",Author
18,Turkish,bmkSFPAuthorLabel,"Kaleme Alan",AuthorLabel
18,Turkish,bmkSFPAuthorLabel,"Kaleme Alan",Author
19,Vietnamese,bmkSFPAuthorLabel,"Người lập",AuthorLabel
19,Vietnamese,bmkSFPAuthorLabel,"Người lập",Author
1,English (UK),bmkSFPCopyrightLabel,"COPYRIGHT CONFIDENTIAL
NO UNAUTHORISED COPYING
TRANSMISSION OR REMOVAL
FROM OFFICE",Copyright
2,French,bmkSFPCopyrightLabel,"COPYRIGHT CONFIDENTIEL IL EST INTERDIT DE COPIER, TRANSMETTRE OU FAIRE SORTIR CE DOCUMENT DU BUREAU SANS Y ETRE AUTORISE",Copyright
3,Slovak,bmkSFPCopyrightLabel,"AUTORSKÉ PRÁVA VYHRADENÉ. NEOPPRÁVNENÉ ROZMNOŽOVANIE, PRENOS ALEBO PREMIESTŇOVANIE  Z KANCELÁRIE",Copyright
4,Italian,bmkSFPCopyrightLabel,"COPYRIGHT RISERVATO
NESSUNA COPIATURA NON AUTORIZZATA, 
TRASMISSIONE O RIMOZIONE 
DALL'UFFICIO",Copyright
5,Polish,bmkSFPCopyrightLabel,"PRAWA AUTORSKIE POUFNE                                                                ZAKAZ KOPIOWANIA BEZ ZEZWOLENIA                                  PRZEKAZANIA LUB USUNIĘCIA                                                                           Z BIURA",Copyright
6,German,bmkSFPCopyrightLabel,"URHEBERRECHTLICH GESCHÜTZT UND VERTRAULICH
KOPIEREN, ÜBERTRAGUNG ODER ENTFERNUNG AUS DEM BÜRO NICHT GESTATTET",Copyright
7,Dutch (Belgium),bmkSFPCopyrightLabel,"COPYRIGHT VERTROUWELIJK             MAG NIET ZONDER TOESTEMMING GEKOPIEERD, UITGEZONDEN OF UIT HET KANTOOR VERWIJDERD WORDEN",Copyright
8,French (Belgium),bmkSFPCopyrightLabel,"COPYRIGHT CONFIDENTIEL IL EST INTERDIT DE COPIER, TRANSMETTRE OU FAIRE SORTIR CE DOCUMENT DU BUREAU SANS Y ETRE AUTORISE",Copyright
9,Czech,bmkSFPCopyrightLabel,"DŮVĚRNÉ. CHRÁNĚNO AUTORSKÝM PRÁVEM
NENÍ POVOLENO NEOPRÁVNĚNÉ KOPÍROVÁNÍ , PŘENOS NEBO ODEBRÁNÍ Z KANCELÁŘE",Copyright
10,Dutch,bmkSFPCopyrightLabel,"COPYRIGHT VERTROUWELIJK             MAG NIET ZONDER TOESTEMMING GEKOPIEERD, UITGEZONDEN OF UIT HET KANTOOR VERWIJDERD WORDEN",Copyright
11,Hungarian,bmkSFPCopyrightLabel,"SZERZŐI JOGOKKAL VÉDETT BIZALMAS DOKUMENTUM: ILLETÉKTELEN MÁSOLÁSA, TERJESZTÉSE VAGY AZ IRODÁBÓL VALÓ ELVITELE TILOS",Copyright
12,Spanish,bmkSFPCopyrightLabel,"COPYRIGHT CONFIDENCIAL. PROHIBIDA LA REPRODUCCIÓN, TRANSMISIÓN O ELIMINACIÓN",Copyright
13,Russian,bmkSFPCopyrightLabel,"ЗАЩИЩЕННЫЙ АВТОРСКИМ ПРАВОМ НЕРАЗРЕШЕННОЕ КОПИРОВАНИЕ ПЕРЕДАЧА ИЛИ УДАЛЕНИЕ ЗАПРЕЩЕНО",Copyright
14,English (US),bmkSFPCopyrightLabel,"COPYRIGHT CONFIDENTIAL
NO UNAUTHORISED COPYING
TRANSMISSION OR REMOVAL
FROM OFFICE",Copyright
15,English (AUS),bmkSFPCopyrightLabel,"COPYRIGHT CONFIDENTIAL
NO UNAUTHORISED COPYING
TRANSMISSION OR REMOVAL
FROM OFFICE",Copyright
16,Greek,bmkSFPCopyrightLabel,"ΕΜΠΙΣΤΕΥΤΙΚΟ ΑΝΤΙΓΡΑΦΟ.
ΑΠΑΓΟΡΕΥΕΤΑΙ Η ΑΝΑΠΑΡΑΓΩΓΗ Ή Η ΑΠΟΜΑΚΡΥΝΣΗ ΤΟΥ ΑΠΟ ΤΟ ΓΡΑΦΕΙΟ ΧΩΡΙΣ ΑΔΕΙΑ",Copyright
17,Portuguese (Brazil),bmkSFPCopyrightLabel,"DIREITO DE CÓPIA CONFIDENCIAL
CÓPIA NÃO AUTORIZADA
TRANSMISSÃO OU REMOÇÃO DO ESCRITÓRIO",Copyright
18,Turkish,bmkSFPCopyrightLabel,"TELİF HAKLARI SAKLIDIR
İZİNSİZ KOPYALAMAK GÖNDERMEK VEYA OFİSTEN ÇIKARTMAK YASAKTIR    
",Copyright
19,Vietnamese,bmkSFPCopyrightLabel,"BảO MậT BảN QUYềN. KHÔNG SAO CHÉP,GửI HOặC MANG RA KHỏI VĂN PHÒNG NếU KHÔNG ĐƯợC CHO PHÉP.",Copyright
1,English (UK),bmkSFPDocumentLabel,"DOCUMENT",Document
2,French,bmkSFPDocumentLabel,"DOCUMENT",Document
3,Slovak,bmkSFPDocumentLabel,"DOKUMENT",Document
4,Italian,bmkSFPDocumentLabel,"DOCUMENTO",Document
5,Polish,bmkSFPDocumentLabel,"DOKUMENT",Document
6,German,bmkSFPDocumentLabel,"DOKUMENT",Document
7,Dutch (Belgium),bmkSFPDocumentLabel,"DOCUMENT",Document
8,French (Belgium),bmkSFPDocumentLabel,"DOCUMENT",Document
9,Czech,bmkSFPDocumentLabel,"DOKUMENT",Document
10,Dutch,bmkSFPDocumentLabel,"DOCUMENT",Document
11,Hungarian,bmkSFPDocumentLabel,"DOKUMENTUM",Document
12,Spanish,bmkSFPDocumentLabel,"DOCUMENTO",Document
13,Russian,bmkSFPDocumentLabel,"ДОКУМЕНТ",Document
14,English (US),bmkSFPDocumentLabel,"DOCUMENT",Document
15,English (AUS),bmkSFPDocumentLabel,"DOCUMENT",Document
16,Greek,bmkSFPDocumentLabel,"ΚΕΙΜΕΝΟ",Document
17,Portuguese (Brazil),bmkSFPDocumentLabel,"DOCUMENTO",Document
18,Turkish,bmkSFPDocumentLabel,"DOKÜMAN",Document
19,Vietnamese,bmkSFPDocumentLabel,"TÀI LIệU",Document
1,English (UK),bmkSFPNotesLabel,"NOTES",Notes
2,French,bmkSFPNotesLabel,"NOTES",Notes
3,Slovak,bmkSFPNotesLabel,"POZNÁMKY",Notes
4,Italian,bmkSFPNotesLabel,"NOTE",Notes
5,Polish,bmkSFPNotesLabel,"UWAGI",Notes
6,German,bmkSFPNotesLabel,"ANMERKUNGEN",Notes
7,Dutch (Belgium),bmkSFPNotesLabel,"Aantekeningen",Notes
8,French (Belgium),bmkSFPNotesLabel,"NOTES",Notes
9,Czech,bmkSFPNotesLabel,"POZNÁMKY",Notes
10,Dutch,bmkSFPNotesLabel,"Aantekeningen",Notes
11,Hungarian,bmkSFPNotesLabel,"MEGJEGYZÉSEK",Notes
12,Spanish,bmkSFPNotesLabel,"NOTAS",Notes
13,Russian,bmkSFPNotesLabel,"ПРИМЕЧАНИЯ",Notes
14,English (US),bmkSFPNotesLabel,"NOTES",Notes
15,English (AUS),bmkSFPNotesLabel,"NOTES",Notes
16,Greek,bmkSFPNotesLabel,"ΣΗΜΕΙΩΣΕΙΣ",Notes
17,Portuguese (Brazil),bmkSFPNotesLabel,"ANOTAÇÕES",Notes
18,Turkish,bmkSFPNotesLabel,"NOTLAR",Notes
19,Vietnamese,bmkSFPNotesLabel,"Chú ý",Notes
1,English (UK),bmkSFPNumberLabel,"SFP NUMBER",SFPNumber
2,French,bmkSFPNumberLabel,"NUMÉRO DE SFP",SFPNumber
3,Slovak,bmkSFPNumberLabel,"ČÍSLO SFP",SFPNumber
4,Italian,bmkSFPNumberLabel,"SFP NUMERO",SFPNumber
5,Polish,bmkSFPNumberLabel,"SFP NUMER",SFPNumber
6,German,bmkSFPNumberLabel,"SFP-NUMMER",SFPNumber
7,Dutch (Belgium),bmkSFPNumberLabel,"SFP NUMMER",SFPNumber
8,French (Belgium),bmkSFPNumberLabel,"NUMÉRO DE SFP",SFPNumber
9,Czech,bmkSFPNumberLabel,"SFP ČÍSLO",SFPNumber
10,Dutch,bmkSFPNumberLabel,"SPF NUMMER",SFPNumber
11,Hungarian,bmkSFPNumberLabel,"SFP SZÁM",SFPNumber
12,Spanish,bmkSFPNumberLabel,"SFP NÚMERO",SFPNumber
13,Russian,bmkSFPNumberLabel,"НОМЕР ПРЕЦЕДЕНТА СТАНДАРТНОЙ ФОРМЫ",SFPNumber
14,English (US),bmkSFPNumberLabel,"SFP NUMBER",SFPNumber
15,English (AUS),bmkSFPNumberLabel,"SFP NUMBER",SFPNumber
16,Greek,bmkSFPNumberLabel,"SFP ΑΡΙΘΜΟΣ",SFPNumber
17,Portuguese (Brazil),bmkSFPNumberLabel,"NÚMERO SFP",SFPNumber
18,Turkish,bmkSFPNumberLabel,"SFP NUMARASI",SFPNumber
19,Vietnamese,bmkSFPNumberLabel,"TRANG TIÊU CHUẩN Số",SFPNumber
1,English (UK),bmkSFPRecentLabel,"RECENT UPDATES",RecentUpdates
2,French,bmkSFPRecentLabel,"RECENTES MISES A JOUR",RecentUpdates
3,Slovak,bmkSFPRecentLabel,"POSLEDNÉ AKTUALIZÁCIE",RecentUpdates
4,Italian,bmkSFPRecentLabel,"AGGIORNAMENTI RECENTI",RecentUpdates
5,Polish,bmkSFPRecentLabel,"NAJNOWSZE AKTUALIZACJE",RecentUpdates
6,German,bmkSFPRecentLabel,"LETZTE ÄNDERUNGEN",RecentUpdates
7,Dutch (Belgium),bmkSFPRecentLabel,"RECENTE BIJWERKINGEN",RecentUpdates
8,French (Belgium),bmkSFPRecentLabel,"RECENTES MISES A JOUR",RecentUpdates
9,Czech,bmkSFPRecentLabel,"NEDÁVNÁ AKTUALIZACE",RecentUpdates
10,Dutch,bmkSFPRecentLabel,"RECENTE BIJWERKINGEN",RecentUpdates
11,Hungarian,bmkSFPRecentLabel,"LEGUTÓBBI MÓDOSÍTÁSOK",RecentUpdates
12,Spanish,bmkSFPRecentLabel,"ÚLTIMAS ACTUALIZACIONES",RecentUpdates
13,Russian,bmkSFPRecentLabel,"НЕДАВНИЕ ОБНОВЛЕНИЯ",RecentUpdates
14,English (US),bmkSFPRecentLabel,"RECENT UPDATES",RecentUpdates
15,English (AUS),bmkSFPRecentLabel,"RECENT UPDATES",RecentUpdates
16,Greek,bmkSFPRecentLabel,"ΠΡΟΣΦΑΤΕΣ ΔΙΟΡΘΩΣΕΙΣ",RecentUpdates
17,Portuguese (Brazil),bmkSFPRecentLabel,"ATUALIZAÇÕES RECENTES",RecentUpdates
18,Turkish,bmkSFPRecentLabel,"EN SON GÜNCELLEMELER",RecentUpdates
19,Vietnamese,bmkSFPRecentLabel,"LầN CậP NHậT GầN NHấT",RecentUpdates
1,English (UK),bmkSFPReviewLabel,"LAST GENERAL REVIEW",LastGeneralReview
2,French,bmkSFPReviewLabel,"DERNIERE REVISION GENERALE",LastGeneralReview
3,Slovak,bmkSFPReviewLabel,"POSLEDNÁ VŠEOBECNÁ KONTROLA",LastGeneralReview
4,Italian,bmkSFPReviewLabel,"ULTIMA REVISIONE GENERALE",LastGeneralReview
5,Polish,bmkSFPReviewLabel,"OSTATNI PRZEGLĄD OGÓLNY",LastGeneralReview
6,German,bmkSFPReviewLabel,"LETZTE GESAMTÜBERARBEITUNG",LastGeneralReview
7,Dutch (Belgium),bmkSFPReviewLabel,"LAATSTE ALGEMENE HERZIENING",LastGeneralReview
8,French (Belgium),bmkSFPReviewLabel,"DERNIERE REVISION GENERALE",LastGeneralReview
9,Czech,bmkSFPReviewLabel,"POSLEDNÍ POSOUZENÍ",LastGeneralReview
10,Dutch,bmkSFPReviewLabel,"LAATSTE ALGEMENE HERZIENING",LastGeneralReview
11,Hungarian,bmkSFPReviewLabel,"UTOLSÓ ÁLTALÁNOS FELÜLVIZSGÁLAT",LastGeneralReview
12,Spanish,bmkSFPReviewLabel,"ÚLTIMA REVISIÓN LEGAL",LastGeneralReview
13,Russian,bmkSFPReviewLabel,"ДАТА ПОСЛЕДНЕЙ РЕДАКЦИИ",LastGeneralReview
14,English (US),bmkSFPReviewLabel,"LAST GENERAL REVIEW",LastGeneralReview
15,English (AUS),bmkSFPReviewLabel,"LAST GENERAL REVIEW",LastGeneralReview
16,Greek,bmkSFPReviewLabel,"ΤΕΛΕΥΤΑΙΑ ΣΥΝΟΛΙΚΗ ΑΝΑΣΚΟΠΗΣΗ",LastGeneralReview
17,Portuguese (Brazil),bmkSFPReviewLabel,"ÚLTIMA REVISÃO GERAL",LastGeneralReview
18,Turkish,bmkSFPReviewLabel,"SON GENEL KONTROL",LastGeneralReview
19,Vietnamese,bmkSFPReviewLabel,"XEM XÉT LầN CUốI",LastGeneralReview
1,English (UK),Clause,"Clause",Clause
2,French,Clause,"Clause",Clause
3,Slovak,Clause,"Clause",Clause
4,Italian,Clause,"Clause",Clause
5,Polish,Clause,"Clause",Clause
6,German,Clause,"Klausel",Clause
7,Dutch (Belgium),Clause,"Clause",Clause
8,French (Belgium),Clause,"Clause",Clause
9,Czech,Clause,"Clause",Clause
10,Dutch,Clause,"Clause",Clause
11,Hungarian,Clause,"Szakasz",Clause
12,Spanish,Clause,"Clause",Clause
13,Russian,Clause,"Статья",Clause
14,English (US),Clause,"Clause",Clause
15,English (AUS),Clause,"Clause",Clause
16,Greek,Clause,"Clause",Clause
17,Portuguese (Brazil),Clause,"Cláusula",Clause
18,Turkish,Clause,"Madde",Clause
19,Vietnamese,Clause,"Điều khoản",Clause
1,English (UK),Page,"Page",Page
2,French,Page,"Page",Page
3,Slovak,Page,"Page",Page
4,Italian,Page,"Page",Page
5,Polish,Page,"Page",Page
6,German,Page,"Seite",Page
7,Dutch (Belgium),Page,"Page",Page
8,French (Belgium),Page,"Page",Page
9,Czech,Page,"Page",Page
10,Dutch,Page,"Pagina",Page
11,Hungarian,Page,"Oldal",Page
12,Spanish,Page,"Page",Page
13,Russian,Page,"Страница",Page
14,English (US),Page,"Page",Page
15,English (AUS),Page,"Page",Page
16,Greek,Page,"Σελίδα",Page
17,Portuguese (Brazil),Page,"Página",Page
18,Turkish,Page,"Sayfa",Page
19,Vietnamese,Page,"Trang",Page
1,English (UK),ScheduleHeading,"Schedule",ScheduleHeading
2,French,ScheduleHeading,"Schedule",ScheduleHeading
3,Slovak,ScheduleHeading,"Schedule",ScheduleHeading
4,Italian,ScheduleHeading,"Schedule",ScheduleHeading
5,Polish,ScheduleHeading,"Schedule",ScheduleHeading
6,German,ScheduleHeading,"Anlage",ScheduleHeading
7,Dutch (Belgium),ScheduleHeading,"Schedule",ScheduleHeading
8,French (Belgium),ScheduleHeading,"Schedule",ScheduleHeading
9,Czech,ScheduleHeading,"Schedule",ScheduleHeading
10,Dutch,ScheduleHeading,"Schedule",ScheduleHeading
11,Hungarian,ScheduleHeading,"Melléklet",ScheduleHeading
12,Spanish,ScheduleHeading,"Schedule",ScheduleHeading
13,Russian,ScheduleHeading,"Приложения",ScheduleHeading
14,English (US),ScheduleHeading,"Schedule",ScheduleHeading
15,English (AUS),ScheduleHeading,"Schedule",ScheduleHeading
16,Greek,ScheduleHeading,"Παράρτημα",ScheduleHeading
17,Portuguese (Brazil),ScheduleHeading,"Anexo",ScheduleHeading
18,Turkish,ScheduleHeading,"Ek",ScheduleHeading
19,Vietnamese,ScheduleHeading,"Phụ lục",ScheduleHeading
1,English (UK),AppendixHeading,"Appendix",AppendixHeading
2,French,AppendixHeading,"Appendice",AppendixHeading
3,Slovak,AppendixHeading,"Príloha",AppendixHeading
4,Italian,AppendixHeading,"Appendice",AppendixHeading
5,Polish,AppendixHeading,"Załączony Dokument",AppendixHeading
6,German,AppendixHeading,"Anlage",AppendixHeading
7,Dutch (Belgium),AppendixHeading,"Appendix",AppendixHeading
8,French (Belgium),AppendixHeading,"Appendice",AppendixHeading
9,Czech,AppendixHeading,"Příloha",AppendixHeading
10,Dutch,AppendixHeading,"Aanhangsel",AppendixHeading
11,Hungarian,AppendixHeading,"Függelék",AppendixHeading
12,Spanish,AppendixHeading,"Anexo",AppendixHeading
13,Russian,AppendixHeading,"Приложение Второго Уровня",AppendixHeading
14,English (US),AppendixHeading,"Appendix",AppendixHeading
15,English (AUS),AppendixHeading,"Appendix",AppendixHeading
16,Greek,AppendixHeading,"Παράρτημα",AppendixHeading
17,Portuguese (Brazil),AppendixHeading,"Apêndice",AppendixHeading
18,Turkish,AppendixHeading,"Ek",AppendixHeading
19,Vietnamese,AppendixHeading,"Phụ lục",AppendixHeading
1,English (UK),AnnexHeading,"Annex",AnnexHeading
2,French,AnnexHeading,"Annexe",AnnexHeading
3,Slovak,AnnexHeading,"Príloha",AnnexHeading
4,Italian,AnnexHeading,"Allegato",AnnexHeading
5,Polish,AnnexHeading,"Aneks",AnnexHeading
6,German,AnnexHeading,"Anlage",AnnexHeading
7,Dutch (Belgium),AnnexHeading,"Annex",AnnexHeading
8,French (Belgium),AnnexHeading,"Annexe",AnnexHeading
9,Czech,AnnexHeading,"Příloha",AnnexHeading
10,Dutch,AnnexHeading,"Bijlage",AnnexHeading
11,Hungarian,AnnexHeading,"Melléklet",AnnexHeading
12,Spanish,AnnexHeading,"Anexo",AnnexHeading
13,Russian,AnnexHeading,"Дополнение",AnnexHeading
14,English (US),AnnexHeading,"Annex",AnnexHeading
15,English (AUS),AnnexHeading,"Annex",AnnexHeading
16,Greek,AnnexHeading,"Παράρτημα",AnnexHeading
17,Portuguese (Brazil),AnnexHeading,"Anexo",AnnexHeading
18,Turkish,AnnexHeading,"Ek",AnnexHeading
19,Vietnamese,AnnexHeading,"Phụ lục",AnnexHeading
13,Russian,SignatoryHeading,"Подписи сторон",SignatoryHeading
16,Greek,SignatoryHeading,"Υπογράφων",SignatoryHeading
17,Portuguese (Brazil),SignatoryHeading,"Signatário",SignatoryHeading
18,Turkish,SignatoryHeading,"İmzalayan",SignatoryHeading
19,Vietnamese,SignatoryHeading,"Chữ ký",SignatoryHeading
6,German,Chapter,"Kapitel",Chapter
1,English (UK),PlaintiffFemale,"Plaintiff",PlaintiffFemale
6,German,PlaintiffFemale,"Klägerin",PlaintiffFemale
1,English (UK),PlaintiffMale,"Plaintiff",PlaintiffMale
6,German,PlaintiffMale,"Kläger",PlaintiffMale
1,English (UK),DefendantFemale,"Defendant",DefendantFemale
6,German,DefendantFemale,"Beklagte",DefendantFemale
1,English (UK),DefendantMale,"Defendant",DefendantMale
6,German,DefendantMale,"Beklagter",DefendantMale
1,English (UK),FaxHeaderLabel,"FAX MESSAGE",FaxHeaderLabel
2,French,FaxHeaderLabel,"TÉLÉCOPIE",FaxHeaderLabel
3,Slovak,FaxHeaderLabel,"FAXOVÁ SPRÁVA",FaxHeaderLabel
4,Italian,FaxHeaderLabel,"FAX",FaxHeaderLabel
5,Polish,FaxHeaderLabel,"TELEFAKS",FaxHeaderLabel
6,German,FaxHeaderLabel,"TELEFAX",FaxHeaderLabel
7,Dutch (Belgium),FaxHeaderLabel,"FAXBERICHT",FaxHeaderLabel
8,French (Belgium),FaxHeaderLabel,"TÉLÉCOPIE",FaxHeaderLabel
9,Czech,FaxHeaderLabel,"FAXOVÁ ZPRÁVA",FaxHeaderLabel
10,Dutch,FaxHeaderLabel,"FAX",FaxHeaderLabel
11,Hungarian,FaxHeaderLabel,"FAX ÜZENET",FaxHeaderLabel
12,Spanish,FaxHeaderLabel,"FAX",FaxHeaderLabel
13,Russian,FaxHeaderLabel,"ФАКС",FaxHeaderLabel
14,English (US),FaxHeaderLabel,"FAX MESSAGE",FaxHeaderLabel
15,English (AUS),FaxHeaderLabel,"FAX MESSAGE",FaxHeaderLabel
16,Greek,FaxHeaderLabel,"ΜΗΝΥΜΑ ΦΑΞ",FaxHeaderLabel
17,Portuguese (Brazil),FaxHeaderLabel,"MENSAGEM DE FAX",FaxHeaderLabel
18,Turkish,FaxHeaderLabel,"FAKS",FaxHeaderLabel
19,Vietnamese,FaxHeaderLabel,"THU TÍN",FaxHeaderLabel
1,English (UK),MemoLabel,"MEMORANDUM",MemoLabel
2,French,MemoLabel,"NOTE",MemoLabel
3,Slovak,MemoLabel,"MEMORANDUM",MemoLabel
4,Italian,MemoLabel,"PROMEMORIA",MemoLabel
5,Polish,MemoLabel,"MEMORANDUM",MemoLabel
6,German,MemoLabel,"MEMORANDUM",MemoLabel
7,Dutch (Belgium),MemoLabel,"MEMORANDUM",MemoLabel
8,French (Belgium),MemoLabel,"Memorandum",MemoLabel
9,Czech,MemoLabel,"MEMORANDUM",MemoLabel
10,Dutch,MemoLabel,"Memorandum",MemoLabel
12,Spanish,MemoLabel,"MEMORANDUM",MemoLabel
13,Russian,MemoLabel,"МЕМОРАНДУМ",MemoLabel
14,English (US),MemoLabel,"MEMORANDUM",MemoLabel
15,English (AUS),MemoLabel,"MEMORANDUM",MemoLabel
16,Greek,MemoLabel,"ΥΠΟΜΝΗΜΑ",MemoLabel
17,Portuguese (Brazil),MemoLabel,"MEMORANDUM",MemoLabel
18,Turkish,MemoLabel,"Bilgi Notu",MemoLabel
19,Vietnamese,MemoLabel,"Bản ghi nhớ",MemoLabel
1,English (UK),AttendLabel,"Attendance Note",AttendLabel
2,French,AttendLabel,"Compte-rendu",AttendLabel
3,Slovak,AttendLabel,"Záznam z rokovania",AttendLabel
4,Italian,AttendLabel,"Verbale",AttendLabel
5,Polish,AttendLabel,"Protokół ze spotkania",AttendLabel
6,German,AttendLabel,"GESPRÄCHSNOTIZ",AttendLabel
7,Dutch (Belgium),AttendLabel,"Verslag",AttendLabel
8,French (Belgium),AttendLabel,"Compte-rendu",AttendLabel
9,Czech,AttendLabel,"Zápis z jednání",AttendLabel
11,Hungarian,AttendLabel,"Jegyzőkönyv",AttendLabel
12,Spanish,AttendLabel,"Nota de asistencia",AttendLabel
13,Russian,AttendLabel,"Отчет о встрече",AttendLabel
14,English (US),AttendLabel,"Attendance Note",AttendLabel
15,English (AUS),AttendLabel,"Attendance note",AttendLabel
16,Greek,AttendLabel,"Πρακτικα Συναντησης",AttendLabel
17,Portuguese (Brazil),AttendLabel,"ATA DE REUNIÃO",AttendLabel
18,Turkish,AttendLabel,"KATILIM NOTU",AttendLabel
19,Vietnamese,AttendLabel,"Lưu ý về những người tham gia vụ việc",AttendLabel
10,Dutch,bmkOffices,"Allen & Overy LLP of een daarmee verbonden kantoor heeft vestigingen in de volgende steden: Abu Dhabi, Amsterdam, Antwerpen, Athene, Bangkok, Belfast, Boedapest, Boekarest (verbonden kantoor), Bratislava, Brussel, Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Chi Minhstad, Hongkong, Istanbul, Jakarta (verbonden kantoor), Londen, Luxemburg, Madrid, Mannheim, Milaan, Moskou, München, New York, Parijs, Peking, Perth, Praag, Riyad (verbonden kantoor), Rome, São Paulo, Shanghai, Singapore, Sydney, Tokio, Warschau en Washington, D.C.",OfficesList
7,Dutch (Belgium),bmkOffices,"Allen & Overy LLP of een daarmee verbonden kantoor heeft vestigingen in de volgende steden: Abu Dhabi, Amsterdam, Antwerpen, Athene, Bangkok, Belfast, Boedapest, Boekarest (geassocieerd kantoor), Bratislava, Brussel, Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Chi Minhstad, Hongkong, Istanbul, Jakarta (verbonden kantoor), Londen, Luxemburg, Madrid, Mannheim, Milaan, Moskou, München, New York, Parijs, Peking, Perth, Praag, Riyadh (geassocieerd kantoor), Rome, São Paulo, Shanghai, Singapore, Sydney, Tokio, Warschau en Washington, D.C.",OfficesList
